tenure_months,monthly_charges,total_charges,contract_type,payment_method,support_tickets,churn
13,37.64,489.32,month_to_month,bank_transfer,2,0
60,66.75,4005.0,month_to_month,bank_transfer,3,0
4,59.21,236.84,month_to_month,credit_card,2,1
31,44.09,1366.79,month_to_month,electronic_check,1,1
43,95.18,4092.74,two_year,bank_transfer,2,0
38,51.38,1952.44,month_to_month,bank_transfer,2,0
50,47.28,2364.0,two_year,bank_transfer,1,0
58,33.09,1919.22,two_year,credit_card,1,0
29,63.88,1852.52,one_year,credit_card,3,0
60,50.3,3018.0,month_to_month,credit_card,2,0
23,56.93,1309.39,one_year,credit_card,4,0
71,43.6,3095.6,month_to_month,bank_transfer,4,0
37,96.32,3563.84,one_year,electronic_check,1,0
53,113.0,5989.0,month_to_month,credit_card,0,0
64,69.79,4466.56,two_year,credit_card,4,0
58,84.3,4889.4,one_year,bank_transfer,2,0
62,106.72,6616.64,one_year,credit_card,2,0
39,119.88,4675.32,one_year,electronic_check,1,0
4,81.35,325.4,one_year,credit_card,2,0
36,108.98,3923.28,two_year,credit_card,0,0
14,110.86,1552.04,month_to_month,credit_card,4,1
65,99.15,6444.75,two_year,electronic_check,2,0
18,66.09,1189.62,two_year,credit_card,2,0
17,28.12,478.04,two_year,bank_transfer,2,0
18,21.58,388.44,month_to_month,credit_card,2,0
47,67.72,3182.84,two_year,credit_card,2,0
42,69.43,2916.06,month_to_month,electronic_check,0,0
69,60.74,4191.06,one_year,credit_card,1,0
30,76.82,2304.6,month_to_month,credit_card,0,0
21,75.22,1579.62,month_to_month,bank_transfer,5,1
4,103.66,414.64,month_to_month,electronic_check,3,1
1,30.87,30.87,month_to_month,credit_card,1,0
27,42.52,1148.04,month_to_month,credit_card,1,0
67,99.3,6653.1,two_year,electronic_check,2,0
38,104.78,3981.64,month_to_month,bank_transfer,0,1
65,119.48,7766.2,one_year,electronic_check,1,0
8,107.29,858.32,month_to_month,electronic_check,2,1
7,108.99,762.93,one_year,bank_transfer,1,1
61,51.43,3137.23,one_year,credit_card,0,0
8,60.17,481.36,month_to_month,credit_card,5,1
4,46.81,187.24,one_year,electronic_check,2,1
30,80.63,2418.9,two_year,electronic_check,3,0
67,113.88,7629.96,two_year,electronic_check,1,0
50,54.46,2723.0,month_to_month,bank_transfer,2,0
8,75.7,605.6,month_to_month,credit_card,0,0
61,49.63,3027.43,one_year,bank_transfer,1,0
61,36.98,2255.78,month_to_month,bank_transfer,2,0
58,39.52,2292.16,two_year,bank_transfer,1,0
65,25.79,1676.35,month_to_month,electronic_check,3,1
18,114.93,2068.74,two_year,bank_transfer,2,1
71,60.29,4280.59,month_to_month,credit_card,2,0
24,103.41,2481.84,month_to_month,bank_transfer,1,0
58,88.13,5111.54,two_year,bank_transfer,2,0
42,39.19,1645.98,two_year,electronic_check,1,0
57,37.55,2140.35,two_year,bank_transfer,4,0
46,101.2,4655.2,two_year,bank_transfer,1,0
47,46.47,2184.09,month_to_month,bank_transfer,0,0
45,111.33,5009.85,month_to_month,bank_transfer,2,0
57,34.01,1938.57,month_to_month,credit_card,0,0
54,87.77,4739.58,one_year,electronic_check,1,0
10,101.45,1014.5,month_to_month,electronic_check,1,1
60,43.53,2611.8,two_year,bank_transfer,0,0
39,47.62,1857.18,month_to_month,bank_transfer,2,0
24,116.45,2794.8,month_to_month,credit_card,2,1
38,46.46,1765.48,month_to_month,bank_transfer,3,1
70,63.0,4410.0,month_to_month,bank_transfer,3,0
62,63.25,3921.5,month_to_month,electronic_check,2,0
61,45.3,2763.3,one_year,credit_card,2,0
34,97.58,3317.72,month_to_month,electronic_check,1,1
57,97.18,5539.26,one_year,credit_card,1,0
28,57.83,1619.24,two_year,bank_transfer,4,0
50,103.51,5175.5,one_year,bank_transfer,4,0
47,41.31,1941.57,one_year,credit_card,0,0
18,20.43,367.74,month_to_month,bank_transfer,1,0
20,77.12,1542.4,month_to_month,electronic_check,0,0
5,119.41,597.05,month_to_month,bank_transfer,1,1
11,23.86,262.46,two_year,credit_card,1,0
32,40.8,1305.6,one_year,bank_transfer,2,0
35,71.89,2516.15,month_to_month,credit_card,1,0
12,100.99,1211.88,month_to_month,bank_transfer,2,1
31,28.9,895.9,two_year,bank_transfer,2,0
44,59.52,2618.88,one_year,credit_card,3,0
17,94.71,1610.07,one_year,bank_transfer,1,0
25,57.15,1428.75,two_year,electronic_check,0,0
27,38.88,1049.76,one_year,electronic_check,2,0
37,39.55,1463.35,one_year,credit_card,1,0
27,61.0,1647.0,month_to_month,credit_card,1,1
54,67.94,3668.76,month_to_month,bank_transfer,0,0
24,106.18,2548.32,two_year,credit_card,0,0
32,84.23,2695.36,one_year,bank_transfer,2,1
28,89.04,2493.12,month_to_month,credit_card,0,0
14,118.3,1656.2,one_year,credit_card,3,1
50,61.18,3059.0,month_to_month,bank_transfer,3,0
17,60.34,1025.78,two_year,credit_card,2,0
22,112.33,2471.26,month_to_month,electronic_check,2,1
58,44.59,2586.22,two_year,credit_card,3,0
69,92.98,6415.62,one_year,bank_transfer,1,0
49,95.46,4677.54,month_to_month,credit_card,1,0
66,29.78,1965.48,month_to_month,electronic_check,1,0
62,66.82,4142.84,two_year,electronic_check,0,0
35,40.06,1402.1,month_to_month,credit_card,2,1
56,38.54,2158.24,month_to_month,bank_transfer,1,0
24,66.38,1593.12,one_year,credit_card,2,0
34,48.94,1663.96,month_to_month,bank_transfer,2,0
39,99.61,3884.79,month_to_month,credit_card,2,0
70,110.76,7753.2,month_to_month,bank_transfer,1,0
62,100.27,6216.74,two_year,credit_card,0,0
36,46.6,1677.6,month_to_month,electronic_check,2,1
47,47.41,2228.27,month_to_month,bank_transfer,1,0
15,45.47,682.05,month_to_month,bank_transfer,2,0
58,33.5,1943.0,month_to_month,credit_card,2,0
40,114.38,4575.2,month_to_month,credit_card,2,1
39,60.2,2347.8,month_to_month,credit_card,2,0
56,42.47,2378.32,month_to_month,electronic_check,0,0
46,104.67,4814.82,month_to_month,electronic_check,4,1
6,59.92,359.52,two_year,credit_card,0,0
21,23.51,493.71,month_to_month,electronic_check,3,1
13,36.19,470.47,month_to_month,bank_transfer,0,0
53,83.93,4448.29,two_year,credit_card,1,0
3,98.29,294.87,two_year,bank_transfer,0,0
15,41.09,616.35,one_year,credit_card,2,0
44,111.74,4916.56,month_to_month,credit_card,0,1
51,105.1,5360.1,month_to_month,bank_transfer,0,0
37,104.84,3879.08,month_to_month,credit_card,2,1
62,42.77,2651.74,month_to_month,electronic_check,1,0
67,25.05,1678.35,month_to_month,bank_transfer,0,0
10,106.74,1067.4,one_year,electronic_check,1,0
69,50.58,3490.02,month_to_month,bank_transfer,0,0
45,81.89,3685.05,one_year,electronic_check,1,0
46,96.0,4416.0,month_to_month,credit_card,1,0
7,32.83,229.81,month_to_month,bank_transfer,0,0
45,98.08,4413.6,one_year,bank_transfer,0,0
53,113.85,6034.05,two_year,electronic_check,2,0
42,92.84,3899.28,month_to_month,credit_card,2,0
7,64.12,448.84,one_year,bank_transfer,0,1
38,107.67,4091.46,month_to_month,electronic_check,0,1
68,72.75,4947.0,month_to_month,credit_card,0,0
53,94.48,5007.44,one_year,electronic_check,1,0
10,102.05,1020.5,month_to_month,credit_card,3,1
70,94.94,6645.8,month_to_month,credit_card,3,0
70,48.79,3415.3,month_to_month,bank_transfer,0,0
13,31.78,413.14,month_to_month,bank_transfer,1,0
58,43.83,2542.14,month_to_month,credit_card,1,0
30,70.29,2108.7,month_to_month,credit_card,2,1
43,70.53,3032.79,two_year,credit_card,1,0
33,78.26,2582.58,one_year,electronic_check,2,0
57,59.51,3392.07,month_to_month,electronic_check,1,0
72,98.69,7105.68,month_to_month,bank_transfer,2,0
58,111.32,6456.56,one_year,credit_card,4,0
68,44.67,3037.56,month_to_month,bank_transfer,3,0
69,93.65,6461.85,one_year,electronic_check,1,0
7,87.8,614.6,one_year,electronic_check,0,1
19,72.31,1373.89,month_to_month,credit_card,1,0
52,38.85,2020.2,month_to_month,credit_card,1,0
43,99.52,4279.36,month_to_month,electronic_check,1,1
4,116.06,464.24,month_to_month,electronic_check,1,1
7,92.18,645.26,month_to_month,credit_card,3,1
38,111.79,4248.02,two_year,electronic_check,0,0
45,118.42,5328.9,month_to_month,credit_card,4,1
13,55.21,717.73,one_year,credit_card,3,1
13,83.82,1089.66,one_year,electronic_check,1,1
10,67.39,673.9,month_to_month,bank_transfer,2,1
41,118.66,4865.06,month_to_month,bank_transfer,1,1
1,29.38,29.38,month_to_month,electronic_check,1,1
42,61.24,2572.08,one_year,electronic_check,3,1
35,107.55,3764.25,month_to_month,credit_card,3,1
34,48.41,1645.94,one_year,bank_transfer,1,0
49,98.78,4840.22,two_year,electronic_check,1,0
38,58.28,2214.64,one_year,bank_transfer,1,0
53,118.0,6254.0,two_year,electronic_check,0,0
56,108.35,6067.6,one_year,bank_transfer,2,0
67,50.13,3358.71,two_year,credit_card,8,0
58,97.02,5627.16,two_year,credit_card,4,0
38,53.69,2040.22,one_year,electronic_check,2,0
36,80.64,2903.04,two_year,electronic_check,4,0
17,85.85,1459.45,two_year,credit_card,1,1
44,102.96,4530.24,month_to_month,credit_card,1,0
11,22.45,246.95,one_year,electronic_check,1,0
68,42.02,2857.36,one_year,credit_card,0,0
61,91.19,5562.59,two_year,credit_card,2,0
9,76.35,687.15,month_to_month,electronic_check,1,1
57,69.56,3964.92,two_year,electronic_check,0,0
9,25.52,229.68,one_year,electronic_check,0,0
52,54.83,2851.16,two_year,bank_transfer,4,0
7,106.51,745.57,month_to_month,credit_card,3,1
36,23.09,831.24,one_year,electronic_check,0,0
48,59.64,2862.72,one_year,credit_card,2,0
53,114.51,6069.03,two_year,credit_card,2,0
31,25.09,777.79,two_year,electronic_check,0,0
67,94.97,6362.99,one_year,bank_transfer,0,0
56,45.76,2562.56,one_year,electronic_check,2,0
15,106.66,1599.9,month_to_month,credit_card,0,1
49,94.61,4635.89,two_year,electronic_check,1,0
53,108.57,5754.21,month_to_month,bank_transfer,1,0
25,41.59,1039.75,one_year,bank_transfer,3,0
54,73.13,3949.02,one_year,electronic_check,1,0
65,97.93,6365.45,month_to_month,credit_card,2,0
59,44.57,2629.63,month_to_month,electronic_check,0,0
55,43.07,2368.85,month_to_month,bank_transfer,3,0
46,22.72,1045.12,two_year,electronic_check,0,0
20,115.85,2317.0,one_year,electronic_check,1,1
58,91.0,5278.0,month_to_month,bank_transfer,0,0
27,83.56,2256.12,one_year,credit_card,2,0
39,94.4,3681.6,month_to_month,credit_card,3,1
23,73.16,1682.68,two_year,electronic_check,1,0
23,67.61,1555.03,month_to_month,electronic_check,1,1
12,64.95,779.4,month_to_month,electronic_check,1,1
70,84.04,5882.8,month_to_month,credit_card,0,0
11,40.15,441.65,one_year,credit_card,4,0
7,108.81,761.67,month_to_month,electronic_check,2,1
68,101.18,6880.24,one_year,electronic_check,1,0
40,54.96,2198.4,month_to_month,credit_card,2,0
32,77.86,2491.52,month_to_month,bank_transfer,1,0
54,34.1,1841.4,month_to_month,credit_card,1,0
28,117.23,3282.44,month_to_month,bank_transfer,3,1
10,110.29,1102.9,two_year,credit_card,0,1
53,112.19,5946.07,month_to_month,credit_card,1,0
13,53.22,691.86,two_year,credit_card,3,1
40,36.91,1476.4,month_to_month,electronic_check,1,0
69,41.18,2841.42,month_to_month,electronic_check,1,0
68,29.0,1972.0,month_to_month,electronic_check,3,0
26,32.01,832.26,month_to_month,bank_transfer,0,0
57,27.13,1546.41,one_year,bank_transfer,2,0
45,118.98,5354.1,one_year,credit_card,0,0
35,27.41,959.35,month_to_month,bank_transfer,0,0
11,33.25,365.75,one_year,credit_card,3,1
28,102.73,2876.44,one_year,electronic_check,2,0
47,78.02,3666.94,two_year,electronic_check,1,0
72,97.44,7015.68,two_year,electronic_check,2,0
1,83.09,83.09,one_year,credit_card,2,0
52,108.22,5627.44,two_year,bank_transfer,0,0
61,83.85,5114.85,one_year,credit_card,1,0
69,72.21,4982.49,month_to_month,credit_card,2,0
31,91.27,2829.37,one_year,electronic_check,1,0
9,64.74,582.66,month_to_month,bank_transfer,1,1
20,54.61,1092.2,one_year,electronic_check,3,0
62,66.77,4139.74,two_year,credit_card,1,0
64,36.97,2366.08,month_to_month,electronic_check,1,0
46,99.66,4584.36,two_year,electronic_check,0,0
9,46.07,414.63,two_year,bank_transfer,3,1
9,35.35,318.15,month_to_month,electronic_check,3,1
35,44.64,1562.4,one_year,credit_card,1,0
43,104.21,4481.03,two_year,electronic_check,1,0
3,53.02,159.06,two_year,electronic_check,2,1
50,88.6,4430.0,month_to_month,electronic_check,0,0
40,105.64,4225.6,month_to_month,electronic_check,1,0
1,27.77,27.77,one_year,bank_transfer,5,0
7,96.5,675.5,month_to_month,electronic_check,1,1
33,50.77,1675.41,month_to_month,bank_transfer,0,0
53,41.66,2207.98,month_to_month,credit_card,0,0
60,88.89,5333.4,month_to_month,credit_card,1,0
32,110.98,3551.36,one_year,electronic_check,2,0
22,49.5,1089.0,one_year,bank_transfer,3,0
70,76.88,5381.6,one_year,bank_transfer,3,0
34,48.98,1665.32,one_year,electronic_check,2,0
23,75.43,1734.89,month_to_month,bank_transfer,4,1
32,82.19,2630.08,month_to_month,credit_card,2,1
1,81.03,81.03,month_to_month,bank_transfer,0,1
22,82.35,1811.7,month_to_month,bank_transfer,2,1
38,33.51,1273.38,month_to_month,electronic_check,2,0
67,89.35,5986.45,month_to_month,bank_transfer,2,0
54,87.48,4723.92,month_to_month,bank_transfer,0,0
57,88.26,5030.82,month_to_month,electronic_check,0,0
40,27.41,1096.4,one_year,electronic_check,0,0
8,64.68,517.44,one_year,electronic_check,1,1
29,60.9,1766.1,two_year,credit_card,1,0
72,28.67,2064.24,one_year,electronic_check,1,0
4,42.24,168.96,one_year,bank_transfer,2,0
64,64.1,4102.4,month_to_month,credit_card,5,1
50,94.29,4714.5,one_year,bank_transfer,1,0
21,43.71,917.91,month_to_month,electronic_check,5,1
57,102.97,5869.29,month_to_month,bank_transfer,1,1
61,74.58,4549.38,month_to_month,electronic_check,2,0
4,96.04,384.16,month_to_month,credit_card,0,1
8,67.26,538.08,month_to_month,credit_card,1,1
48,69.92,3356.16,one_year,credit_card,2,0
72,81.97,5901.84,two_year,bank_transfer,2,0
2,112.8,225.6,one_year,bank_transfer,1,1
48,69.18,3320.64,one_year,electronic_check,1,0
10,72.87,728.7,one_year,electronic_check,0,1
47,80.2,3769.4,month_to_month,credit_card,0,1
45,93.75,4218.75,one_year,credit_card,0,0
7,27.19,190.33,one_year,credit_card,1,0
50,71.57,3578.5,month_to_month,bank_transfer,2,1
65,68.16,4430.4,month_to_month,credit_card,1,0
63,112.17,7066.71,two_year,bank_transfer,0,0
3,69.35,208.05,one_year,electronic_check,0,1
18,66.83,1202.94,month_to_month,bank_transfer,2,0
18,116.22,2091.96,one_year,credit_card,2,1
33,65.06,2146.98,month_to_month,credit_card,2,0
11,38.09,418.99,month_to_month,bank_transfer,2,0
62,41.69,2584.78,month_to_month,bank_transfer,2,0
56,29.52,1653.12,month_to_month,credit_card,2,0
59,20.06,1183.54,one_year,electronic_check,1,0
15,63.19,947.85,month_to_month,bank_transfer,1,0
2,96.92,193.84,one_year,bank_transfer,3,1
66,93.35,6161.1,month_to_month,credit_card,5,0
21,23.21,487.41,one_year,credit_card,1,0
48,77.0,3696.0,one_year,credit_card,1,0
66,35.43,2338.38,one_year,credit_card,2,0
3,114.11,342.33,one_year,bank_transfer,0,1
1,36.74,36.74,two_year,bank_transfer,2,0
1,82.66,82.66,one_year,electronic_check,1,1
12,52.62,631.44,one_year,electronic_check,2,1
4,84.16,336.64,one_year,credit_card,1,1
60,61.23,3673.8,month_to_month,credit_card,1,0
44,95.96,4222.24,month_to_month,electronic_check,1,0
71,43.07,3057.97,month_to_month,electronic_check,0,0
58,110.58,6413.64,month_to_month,electronic_check,1,0
70,70.02,4901.4,month_to_month,credit_card,3,0
18,95.61,1720.98,month_to_month,credit_card,1,1
21,104.97,2204.37,one_year,credit_card,1,0
62,119.88,7432.56,month_to_month,electronic_check,2,1
18,42.39,763.02,two_year,bank_transfer,2,1
5,48.69,243.45,month_to_month,bank_transfer,1,0
49,45.04,2206.96,one_year,bank_transfer,0,0
58,46.29,2684.82,month_to_month,credit_card,1,0
70,78.24,5476.8,month_to_month,bank_transfer,1,0
67,119.35,7996.45,month_to_month,credit_card,0,0
9,119.03,1071.27,one_year,bank_transfer,3,1
56,72.68,4070.08,month_to_month,electronic_check,1,0
61,83.9,5117.9,two_year,bank_transfer,1,0
51,106.0,5406.0,month_to_month,credit_card,4,1
60,113.29,6797.4,one_year,electronic_check,3,0
61,40.39,2463.79,month_to_month,electronic_check,1,0
33,72.85,2404.05,one_year,credit_card,1,0
3,103.28,309.84,month_to_month,credit_card,0,1
33,50.32,1660.56,month_to_month,bank_transfer,1,1
15,63.98,959.7,month_to_month,credit_card,1,1
9,118.56,1067.04,month_to_month,credit_card,0,1
9,118.5,1066.5,month_to_month,credit_card,2,1
51,110.61,5641.11,two_year,credit_card,0,0
37,99.84,3694.08,month_to_month,bank_transfer,2,0
39,46.91,1829.49,month_to_month,bank_transfer,1,0
54,52.09,2812.86,two_year,credit_card,2,0
40,74.73,2989.2,month_to_month,electronic_check,0,1
46,76.08,3499.68,month_to_month,credit_card,0,0
7,70.55,493.85,one_year,credit_card,4,1
62,83.67,5187.54,two_year,credit_card,2,0
33,60.83,2007.39,one_year,electronic_check,1,0
12,94.92,1139.04,month_to_month,electronic_check,4,1
59,53.35,3147.65,two_year,bank_transfer,0,0
53,53.07,2812.71,month_to_month,credit_card,3,1
4,32.72,130.88,two_year,credit_card,1,0
14,38.87,544.18,two_year,credit_card,3,1
2,105.05,210.1,two_year,electronic_check,1,1
20,64.63,1292.6,month_to_month,credit_card,1,0
8,42.79,342.32,month_to_month,electronic_check,2,1
52,95.93,4988.36,one_year,bank_transfer,2,0
38,75.4,2865.2,one_year,bank_transfer,2,0
71,22.12,1570.52,one_year,electronic_check,1,0
54,51.64,2788.56,two_year,credit_card,2,0
45,37.7,1696.5,one_year,electronic_check,2,0
37,85.59,3166.83,month_to_month,credit_card,2,1
4,47.5,190.0,month_to_month,electronic_check,5,1
6,26.49,158.94,month_to_month,bank_transfer,4,1
45,25.49,1147.05,month_to_month,credit_card,1,0
1,78.17,78.17,month_to_month,electronic_check,4,1
4,22.17,88.68,two_year,credit_card,0,0
16,104.88,1678.08,one_year,credit_card,1,0
64,35.54,2274.56,one_year,electronic_check,2,0
34,80.66,2742.44,month_to_month,bank_transfer,0,0
52,64.47,3352.44,one_year,electronic_check,3,0
30,64.29,1928.7,two_year,bank_transfer,0,1
13,27.18,353.34,two_year,bank_transfer,1,0
27,100.28,2707.56,one_year,credit_card,2,0
7,109.31,765.17,two_year,credit_card,2,1
56,21.1,1181.6,one_year,electronic_check,1,0
14,37.86,530.04,month_to_month,credit_card,3,1
28,110.39,3090.92,two_year,bank_transfer,1,0
71,74.95,5321.45,month_to_month,credit_card,1,0
43,35.0,1505.0,month_to_month,credit_card,1,0
34,40.28,1369.52,month_to_month,bank_transfer,3,1
40,86.0,3440.0,one_year,electronic_check,0,0
57,92.48,5271.36,one_year,electronic_check,1,0
19,79.94,1518.86,one_year,electronic_check,0,0
46,115.31,5304.26,month_to_month,credit_card,2,0
63,69.41,4372.83,month_to_month,bank_transfer,1,0
42,50.03,2101.26,two_year,credit_card,0,0
33,67.72,2234.76,month_to_month,electronic_check,2,1
11,55.97,615.67,two_year,credit_card,2,0
18,42.44,763.92,month_to_month,bank_transfer,2,1
69,24.6,1697.4,one_year,credit_card,1,0
39,55.22,2153.58,one_year,electronic_check,0,0
22,91.14,2005.08,two_year,electronic_check,0,0
31,21.84,677.04,month_to_month,electronic_check,1,0
42,63.92,2684.64,two_year,credit_card,2,0
39,84.4,3291.6,one_year,electronic_check,2,1
51,81.04,4133.04,one_year,credit_card,2,0
19,97.66,1855.54,one_year,credit_card,2,0
47,101.05,4749.35,month_to_month,credit_card,3,1
32,91.17,2917.44,month_to_month,credit_card,1,1
68,30.28,2059.04,month_to_month,bank_transfer,3,0
12,67.5,810.0,month_to_month,credit_card,5,1
11,80.34,883.74,one_year,credit_card,3,0
34,44.56,1515.04,month_to_month,bank_transfer,1,0
37,24.26,897.62,month_to_month,electronic_check,1,0
50,42.36,2118.0,month_to_month,bank_transfer,1,0
30,65.49,1964.7,month_to_month,bank_transfer,2,1
66,61.39,4051.74,month_to_month,credit_card,3,0
35,37.67,1318.45,one_year,electronic_check,0,0
10,102.44,1024.4,month_to_month,credit_card,3,1
9,112.57,1013.13,two_year,credit_card,4,1
71,40.13,2849.23,month_to_month,credit_card,3,0
10,112.96,1129.6,month_to_month,bank_transfer,2,1
69,21.79,1503.51,two_year,credit_card,1,0
21,112.5,2362.5,month_to_month,bank_transfer,2,1
7,115.19,806.33,month_to_month,credit_card,1,1
22,21.21,466.62,two_year,bank_transfer,3,0
45,96.3,4333.5,two_year,bank_transfer,3,0
31,117.02,3627.62,one_year,credit_card,0,0
57,110.59,6303.63,month_to_month,bank_transfer,1,0
44,117.07,5151.08,one_year,bank_transfer,2,0
29,75.03,2175.87,two_year,bank_transfer,3,0
46,27.82,1279.72,two_year,credit_card,0,0
70,104.98,7348.6,month_to_month,bank_transfer,2,0
30,81.38,2441.4,month_to_month,credit_card,1,0
12,81.47,977.64,month_to_month,credit_card,2,1
30,61.73,1851.9,month_to_month,credit_card,3,1
61,77.18,4707.98,one_year,bank_transfer,1,0
16,35.36,565.76,month_to_month,credit_card,2,1
69,93.98,6484.62,month_to_month,bank_transfer,2,0
43,27.5,1182.5,month_to_month,credit_card,3,0
44,92.98,4091.12,month_to_month,electronic_check,0,1
23,104.9,2412.7,month_to_month,credit_card,0,1
67,67.25,4505.75,month_to_month,bank_transfer,3,0
3,70.98,212.94,month_to_month,electronic_check,1,1
22,51.22,1126.84,two_year,credit_card,2,0
31,116.95,3625.45,month_to_month,credit_card,2,1
35,93.31,3265.85,one_year,bank_transfer,1,0
35,56.9,1991.5,month_to_month,electronic_check,0,1
11,37.48,412.28,month_to_month,electronic_check,0,0
17,41.96,713.32,month_to_month,credit_card,2,1
7,66.39,464.73,month_to_month,electronic_check,2,1
42,114.26,4798.92,month_to_month,credit_card,3,1
26,93.41,2428.66,month_to_month,credit_card,1,1
41,41.52,1702.32,one_year,bank_transfer,4,0
43,105.96,4556.28,month_to_month,bank_transfer,3,0
51,57.82,2948.82,month_to_month,bank_transfer,0,0
40,105.17,4206.8,one_year,electronic_check,0,0
47,44.17,2075.99,month_to_month,credit_card,0,0
43,81.87,3520.41,month_to_month,bank_transfer,1,1
47,112.67,5295.49,month_to_month,credit_card,3,1
45,45.79,2060.55,month_to_month,credit_card,2,0
23,89.29,2053.67,month_to_month,credit_card,0,1
18,118.73,2137.14,two_year,electronic_check,1,0
57,35.06,1998.42,two_year,bank_transfer,2,0
25,28.84,721.0,two_year,credit_card,1,0
40,87.42,3496.8,month_to_month,bank_transfer,3,1
15,53.97,809.55,month_to_month,electronic_check,0,0
32,27.12,867.84,month_to_month,electronic_check,2,1
39,67.53,2633.67,month_to_month,bank_transfer,1,0
46,95.38,4387.48,month_to_month,credit_card,2,0
38,48.51,1843.38,month_to_month,bank_transfer,1,0
26,53.5,1391.0,month_to_month,electronic_check,3,1
70,104.57,7319.9,month_to_month,electronic_check,3,0
37,72.01,2664.37,month_to_month,electronic_check,1,1
59,104.27,6151.93,one_year,bank_transfer,3,0
54,64.64,3490.56,month_to_month,credit_card,1,0
41,115.3,4727.3,two_year,bank_transfer,3,0
64,85.08,5445.12,month_to_month,credit_card,1,0
10,31.59,315.9,one_year,credit_card,1,0
67,108.51,7270.17,month_to_month,bank_transfer,0,0
62,68.93,4273.66,month_to_month,bank_transfer,0,0
37,34.16,1263.92,month_to_month,electronic_check,2,1
53,35.27,1869.31,month_to_month,electronic_check,2,1
38,88.75,3372.5,one_year,electronic_check,0,0
20,24.74,494.8,month_to_month,electronic_check,3,1
58,48.66,2822.28,month_to_month,electronic_check,1,1
18,33.98,611.64,two_year,credit_card,1,1
23,64.11,1474.53,month_to_month,bank_transfer,2,1
38,61.44,2334.72,one_year,credit_card,0,0
61,72.19,4403.59,one_year,credit_card,1,0
28,47.96,1342.88,month_to_month,credit_card,1,1
36,23.2,835.2,month_to_month,electronic_check,0,0
3,81.44,244.32,month_to_month,electronic_check,1,1
9,57.37,516.33,one_year,electronic_check,1,0
5,85.13,425.65,month_to_month,electronic_check,3,1
6,30.87,185.22,month_to_month,electronic_check,1,1
63,21.38,1346.94,month_to_month,credit_card,1,0
61,44.83,2734.63,two_year,electronic_check,3,0
60,65.65,3939.0,one_year,electronic_check,0,0
5,59.41,297.05,two_year,electronic_check,2,1
6,101.03,606.18,one_year,credit_card,1,1
21,57.78,1213.38,one_year,credit_card,2,0
41,73.04,2994.64,month_to_month,electronic_check,4,1
25,79.35,1983.75,two_year,credit_card,3,0
36,22.18,798.48,one_year,credit_card,0,0
13,71.51,929.63,month_to_month,bank_transfer,1,1
53,54.48,2887.44,one_year,credit_card,0,0
23,62.13,1428.99,one_year,credit_card,2,1
5,30.03,150.15,month_to_month,electronic_check,5,1
54,98.28,5307.12,month_to_month,electronic_check,3,0
66,114.24,7539.84,month_to_month,electronic_check,2,0
2,22.23,44.46,two_year,credit_card,1,0
32,80.14,2564.48,month_to_month,credit_card,3,0
60,96.38,5782.8,two_year,bank_transfer,1,0
51,48.48,2472.48,month_to_month,bank_transfer,1,0
62,98.76,6123.12,one_year,credit_card,2,0
30,83.24,2497.2,month_to_month,electronic_check,1,1
27,112.92,3048.84,two_year,electronic_check,3,1
52,118.1,6141.2,month_to_month,bank_transfer,3,0
12,24.23,290.76,month_to_month,credit_card,0,0
18,64.49,1160.82,month_to_month,credit_card,2,1
44,74.7,3286.8,month_to_month,credit_card,1,1
49,34.67,1698.83,month_to_month,credit_card,1,0
9,53.63,482.67,one_year,bank_transfer,5,0
37,118.76,4394.12,two_year,bank_transfer,3,0
27,21.62,583.74,one_year,bank_transfer,0,1
37,65.25,2414.25,one_year,electronic_check,2,0
70,104.27,7298.9,month_to_month,credit_card,2,0
6,52.39,314.34,two_year,credit_card,2,0
72,67.98,4894.56,two_year,credit_card,0,0
33,117.8,3887.4,month_to_month,credit_card,2,1
56,67.49,3779.44,two_year,bank_transfer,0,0
31,33.09,1025.79,month_to_month,electronic_check,1,0
23,25.17,578.91,two_year,electronic_check,1,0
56,114.54,6414.24,two_year,bank_transfer,1,0
50,46.58,2329.0,one_year,bank_transfer,1,0
11,70.41,774.51,month_to_month,credit_card,0,1
51,29.07,1482.57,one_year,bank_transfer,0,0
55,62.37,3430.35,month_to_month,credit_card,0,0
28,113.01,3164.28,one_year,electronic_check,0,1
67,70.24,4706.08,month_to_month,bank_transfer,2,0
47,117.11,5504.17,one_year,credit_card,0,0
25,45.88,1147.0,two_year,credit_card,5,0
1,70.45,70.45,month_to_month,credit_card,2,1
49,105.95,5191.55,month_to_month,electronic_check,1,1
16,64.83,1037.28,one_year,credit_card,0,0
55,47.95,2637.25,month_to_month,credit_card,1,0
38,105.55,4010.9,month_to_month,credit_card,3,1
34,58.99,2005.66,month_to_month,electronic_check,2,1
12,73.07,876.84,month_to_month,bank_transfer,1,1
52,117.65,6117.8,one_year,bank_transfer,2,0
12,38.65,463.8,one_year,credit_card,1,0
31,50.14,1554.34,month_to_month,credit_card,0,1
61,23.11,1409.71,month_to_month,electronic_check,1,0
67,59.18,3965.06,month_to_month,credit_card,0,0
72,40.02,2881.44,month_to_month,credit_card,2,0
69,88.0,6072.0,one_year,bank_transfer,1,0
41,38.13,1563.33,month_to_month,credit_card,5,1
15,87.48,1312.2,one_year,credit_card,0,0
